interaction_id,source_id,pop_id,ReportedCommonName,ReportedScientificName,method,count_sample,count_dietitems,percent_FO,percent_relativeFO,percent_weight,percent_volume,via,percent_IV,HarmonizedScientificName,study_specificity,life-stage,winter,spring,summer,autumn,location_of_interaction,notes
int_0487,Martin et al. 1951,,Mistletoe,n/a,whole specimens,,,,,,,,n/a,Santalales,,seed; fruit,yes,no,no,no,,
int_0488,Martin et al. 1951,,n/a,Sophora,whole specimens,,,,,,,,n/a,Sophora,,seed; fruit,,,,,,
int_0489,Martin et al. 1951,,Grape,n/a,whole specimens,,,,,,,,n/a,Vitis,,seed; fruit,,,,,,
int_0490,Martinez et al. 2011,,chickens,n/a,observation,,,n/a,,n/a,n/a,,n/a,Gallus gallus domesticus,,not mentioned,not mentioned,,,,,
int_0502,Martinez et al. 2011,,turkeys,n/a,observation,,,n/a,,n/a,n/a,,n/a,Meleagris gallopavo,,not mentioned,not mentioned,,,,,
int_0492,Martinez et al. 2011,,sheep,n/a,observation,,,n/a,,n/a,n/a,,n/a,Ovis airies,,adult; juvenile,not mentioned,,,,,
int_0493,Mead and van Devender 1981,,White-tailed antelope squirrel,Ammospermophilus cf. leucurus,scat,,,,,,,,n/a,Ammospermophilus leucurus,,,,,,,,
int_0494,Mead and van Devender 1981,,Great horned owl,Bubo virginianus,scat,,,,,,,,n/a,Bubo virginianus,,,,,,,,
int_0495,Mead and van Devender 1981,,Turkey vulture,Cathartes aura,scat,,,,,,,,n/a,Cathartes aura,,,,,,,,
int_0496,Mead and van Devender 1981,,rock pocket mouse,Perognathus cf. intermedius,scat,,,,,,,,n/a,Chaetodipus intermedius,,,,,,,,
int_0497,Mead and van Devender 1981,,Western whiptail,Chemidophorus cf. tigris,scat,,,,,,,,n/a,Cnemidophorus tigris,,,,,,,,
int_0491,Mead and van Devender 1981,,Western banded gecko,Coleonyx variegatus,scat,,,,,,,,n/a,Coleonyx variegatus,,,,,,,,
int_0499,Mead and van Devender 1981,,Typical snake,Coluber or Masticophis,scat,,,,,,,,n/a,Colubridae,,,,,,,,
int_0498,Mead and van Devender 1981,,Rattlesnake,Crotalus viridis or C. mitchelli,scat,,,,,,,,n/a,Crotalus,,,,,,,,
int_0500,Mead and van Devender 1981,,Collared lizards,Crotaphytus collaris,scat,,,,,,,,n/a,Crotaphytus collaris,,,,,,,,
int_0501,Mead and van Devender 1981,,Kangaroo rat,Dipodomys sp.,scat,,,,,,,,n/a,Dipodomys,,,,,,,,
int_0503,Mead and van Devender 1981,,Finch,cf. Fringillidae,scat,,,,,,,,n/a,Fringillidae,,,,,,,,
int_0504,Mead and van Devender 1981,,Arizona mountain kingsnake,Lampropeltis pyromelana,scat,,,,,,,,n/a,Lampropeltis pyromelana,,,,,,,,
int_0505,Mead and van Devender 1981,,Milk snake,Lampropeltis cf. triangulum,scat,,,,,,,,n/a,Lampropeltis triangulum,,,,,,,,
int_0506,Mead and van Devender 1981,,Woodrat,Neotoma spp.,scat,,,,,,,,n/a,Neotoma,,,,,,,,
int_0507,Mead and van Devender 1981,,Crawford's gray shrew,Notiosorex crawfordi,scat,,,,,,,,n/a,Notiosorex crawfordi,,,,,,,,
int_0508,Mead and van Devender 1981,,Deer mouse,Peromyscus spp.,scat,,,,,,,,n/a,Peromyscus,,,,,,,,
int_0509,Mead and van Devender 1981,,Common chuckwalla,Sauromalus obesus,scat,,,,,,,,n/a,Sauromalus ater,,,,,,,,
int_0510,Mead and van Devender 1981,,Desert spiny lizard,Sceloporus cf. magister,scat,,,,,,,,n/a,Sceloporus magister,,,,,,,,
int_0511,Mead and van Devender 1981,,Eastern fence lizard,Sceloporus cf. undulatus,scat,,,,,,,,n/a,Sceloporus undulatus,,,,,,,,
int_0512,Mead and van Devender 1981,,western ground snake,Sonora semiannulata,scat,,,,,,,,n/a,Sonora semiannulata,,,,,,,,
int_0514,Mead and van Devender 1981,,western lyre snake,Trimorphodon biscutatus,scat,,,,,,,,n/a,Trimorphodon biscutatus,,,,,,,,
int_0515,Mead and van Devender 1981,,Common side-blotched lizard,Uta stanburiana,scat,,,,,,,,n/a,Uta stanburiana,,,,,,,,
int_0516,Mead et al. 2006,,Climbing salamander,Aneides ferrus/vagrans,scat,,,,,,,,n/a,Aneides,,,,,,,,
int_0513,Mead et al. 2006,,California legless lizard,Anniella pulchra,scat,,,,,,,,n/a,Anniella pulchra,,,,,,,,
int_0517,Mead et al. 2006,,Pallid bat,Antrozous pallidus,scat,,,,,,,,n/a,Antrozous pallidus,,,,,,,,
int_0519,Mead et al. 2006,,Gregarious slender salamander,Batrachoseps gregarius,scat,,,,,,,,n/a,Batrachoseps gregarius,,,,,,,,
int_0518,Mead et al. 2006,,Sequoia slender salamander,Batrachoseps kawia,scat,,,,,,,,n/a,Batrachoseps kawia,,,,,,,,
int_0535,Mead et al. 2006,,Kings river slender salamander,Batrachoseps regius,scat,,,,,,,,n/a,Batrachoseps regius,,,,,,,,
int_0520,Mead et al. 2006,,Kern Canyon slender salamander,Batrachoceps simatus,scat,,,,,,,,n/a,Batrachoseps simatus,,,,,,,,
int_0524,Mead et al. 2006,,Rosy boas,Charina sp.,scat,,,,,,,,n/a,Charina,,,,,,,,
int_0521,Mead et al. 2006,,Whiptail,Cnemidophorus sp.,scat,,,,,,,,n/a,Cnemidophorus,,,,,,,,
int_0522,Mead et al. 2006,,Western whiptail,Chemidophorus tigris,scat,,,,,,,,n/a,Cnemidophorus tigris,,,,,,,,
int_0523,Mead et al. 2006,,Striped racer,Maticophis lateralis,scat,,,,,,,,n/a,Coluber lateralis,,,,,,,,
int_0527,Mead et al. 2006,,Typical snake,Colubridae genus,scat,,,,,,,,n/a,Colubridae,,,,,,,,
int_0525,Mead et al. 2006,,n/a,Diadophis/Tantilla,scat,,,,,,,,n/a,Colubrinae,,,,,,,,
int_0526,Mead et al. 2006,,Sharp-tailed snake,Contia tenuis,scat,,,,,,,,n/a,Contia tenuis,,,,,,,,
int_0528,Mead et al. 2006,,Mule-eared bat,Corynorthinus townsendii,scat,,,,,,,,n/a,Corynorhinus townsendii,,,,,,,,
int_0529,Mead et al. 2006,,Ring-necked snake,Diadophis punctatus,scat,,,,,,,,n/a,Diadophis punctatus,,,,,,,,
int_0530,Mead et al. 2006,,Western alligator lizard,Elgaria sp.,scat,,,,,,,,n/a,Elgaria,,,,,,,,
int_0531,Mead et al. 2006,,Northern alligator lizard,Elgaria coerulea,scat,,,,,,,,n/a,Elgaria coerulea,,,,,,,,
int_0532,Mead et al. 2006,,Southern alligator lizard,Elgaria multicarinata,scat,,,,,,,,n/a,Elgaria multicarinata,,,,,,,,
int_0533,Mead et al. 2006,,Ensatina,Ensatina escholtzi,scat,,,,,,,,n/a,Ensatina escholtzi,,,,,,,,
int_0534,Mead et al. 2006,,Gilbert's skink,Eumeces gilberti,scat,,,,,,,,n/a,Eumeces gilberti,,,,,,,,
int_0537,Mead et al. 2006,,Western skink,Eumeces skiltonianus,scat,,,,,,,,n/a,Eumeces skiltonianus,,,,,,,,
int_0538,Mead et al. 2006,,Mount Lyell salamander,Hydromantes platycephalus,scat,,,,,,,,n/a,Hydromantes platycephalus,,,,,,,,
int_0536,Mead et al. 2006,,Night snake,Hypsiglena torquata,scat,,,,,,,,n/a,Hypsiglena torquata,,,,,,,,
int_0539,Mead et al. 2006,,Common kingsnake,Lampropeltis getula,scat,,,,,,,,n/a,Lampropeltis getula,,,,,,,,
int_0540,Mead et al. 2006,,California mountain kingsnake,Lampropeltis zonata,scat,,,,,,,,n/a,Lampropeltis zonata,,,,,,,,
int_0541,Mead et al. 2006,,n/a,Phrynosoma coronatum,scat,,,,,,,,n/a,Phrynosoma coronatum,,,,,,,,
int_0542,Mead et al. 2006,,Pine snake,Pituophis melanoleucus,scat,,,,,,,,n/a,Pituophis melanoleucus,,,,,,,,
int_0544,Mead et al. 2006,,Woodland salamander,Pethodon sp.,scat,,,,,,,,n/a,Plethodon,,,,,,,,
int_0543,Mead et al. 2006,,Lungless salamander,Plethodontidae genus,scat,,,,,,,,n/a,Plethodontidae,,,,,,,,
int_0545,Mead et al. 2006,,Sagebrush lizard,Sceloporus graciosus,scat,,,,,,,,n/a,Sceloporus graciosus,,,,,,,,
int_0546,Mead et al. 2006,,Western fence lizard,Sceloporus occidentalis,scat,,,,,,,,n/a,Sceloporus occidentalis,,,,,,,,
int_0547,Mead et al. 2006,,California newt,Taricha torosa,scat,,,,,,,,n/a,Taricha torosa,,,,,,,,
int_0548,Morales 1998,,n/a,Insectos (Acrididae),scat,,,,,,,,n/a,Acrididae,,,,,,,,
int_0549,Morales 1998,,Bird,Aves,scat,,,,,,,,n/a,Aves,,,,,,,,
int_0550,Morales 1998,,n/a,Ipomea sp.,scat,,,,,,,,n/a,Ipomoea,,,,,,,,
int_0551,Morales 1998,,n/a,Iresine sp.,scat,,,,,,,,n/a,Iresine,,,,,,,,
int_0552,Morales 1998,,n/a,Juniperus deppeana,scat,,,,,,,,n/a,Juniperus deppeana,,,,,,,,
int_0553,Morales 1998,,n/a,L. irroratus,scat,,,,,,,,n/a,Liomys irroratus,,,,,,,,
int_0554,Morales 1998,,n/a,Monnina schlechtendaliana,scat,,,,,,,,n/a,Monnina schlechtendaliana,,,,,,,,
int_0555,Morales 1998,,n/a,Peromyscus sp.,scat,,,,,,,,n/a,Peromyscus,,,,,,,,
int_0556,Morales 1998,,n/a,Phalarium canariensis,scat,,,,,,,,n/a,Phalaris canariensis,,,,,,,,
int_0558,Morales 1998,,n/a,Rubus sp.,scat,,,,,,,,n/a,Rubus,,,,,,,,
int_0559,Morales 1998,,n/a,Sciurus ocularus,scat,,,,,,,,n/a,Sciurus oculatus,,,,,,,,
int_0560,Morales 1998,,n/a,Solanum sp.,scat,,,,,,,,n/a,Solanum,,,,,,,,
int_0561,Morales 1998,,n/a,Thevethis thevetioides,scat,,,,,,,,n/a,Thevetia peruviana,,,,,,,,
int_0562,Morales 1998,,n/a,Vitis sp.,scat,,,,,,,,n/a,Vitis,,,,,,,,
int_0563,Nava-Vargas 1994,,Schaffner's Wattle,Acacia schaffneri,scat,,,,,,,,n/a,Acacia schaffneri,,,,,,,,
int_0564,Nava-Vargas 1994,,Indian copperleaf,Acalpha indica,scat,,,,,,,,n/a,Acalypha indica,,,,,,,,
int_0565,Nava-Vargas 1994,,Lecheguilla,Agave lecheguila ,scat,,,,,,,,n/a,Agave lecheguilla,,,,,,,,
int_0566,Nava-Vargas 1994,,Arizona spikenard,Aralia pubescens,scat,,,,,,,,n/a,Aralia humilis,,,,,,,,
int_0569,Nava-Vargas 1994,,Arizona spikenard,Aralia pubescens,scat,,,,,,,,n/a,Aralia humilis,,,,,,,,
int_0570,Nava-Vargas 1994,,Bird,Aves,scat,,,,,,,,n/a,Aves,,,,,,,,
int_0568,Nava-Vargas 1994,,Firecracker bush,Bouvardia ternifolia,scat,,,,,,,,n/a,Bouvardia ternifolia,,,,,,,,
int_0571,Nava-Vargas 1994,,Greentwig,Brogniartia intermedia,scat,,,,,,,,n/a,Brogniartia intermedia,,,,,,,,
int_0572,Nava-Vargas 1994,,Fairyduster,Callandra erlophyla,scat,,,,,,,,n/a,Calliandra eriophylla,,,,,,,,
int_0573,Nava-Vargas 1994,,Desert hackberry,Ceitis pallida,scat,,,,,,,,n/a,Celtis pallida,,,,,,,,
int_0574,Nava-Vargas 1994,,Desert hackberry,Celtis pallida,scat,,,,,,,,n/a,Celtis pallida,,,,,,,,
int_0599,Nava-Vargas 1994,,n/a,Cassia macdougaliana,scat,,,,,,,,n/a,Chamaecrista greggii var. macdougaliana,,,,,,,,
int_0600,Nava-Vargas 1994,,Spiderwort,Commenlinaceae,scat,,,,,,,,n/a,Commelinaceae,,,,,,,,
int_0576,Nava-Vargas 1994,,Mexican bluewood,Condalia mexicana,scat,,,,,,,,n/a,Condalia mexicana,,,,,,,,
int_0577,Nava-Vargas 1994,,n/a,Croton ehrenbergii,scat,,,,,,,,n/a,Croton ehrenbergii,,,,,,,,
int_0578,Nava-Vargas 1994,,n/a,Croton jucundus ,scat,,,,,,,,n/a,Croton jucundus ,,,,,,,,
int_0579,Nava-Vargas 1994,,n/a,Opuntia imbricata,scat,,,,,,,,n/a,Cylindropuntia imbricata,,,,,,,,
int_0580,Nava-Vargas 1994,,n/a,Opuntia imbricata,scat,,,,,,,,n/a,Cylindropuntia imbricata,,,,,,,,
int_0606,Nava-Vargas 1994,,Hedgehog cactus,Echinocereus cinerascens,scat,,,,,,,,n/a,Echinocereus cinerascens,,,,,,,,
int_0582,Nava-Vargas 1994,,Hedgehog cactus,Echinocereus cinerascens,scat,,,,,,,,n/a,Echinocereus cinerascens,,,,,,,,
int_0583,Nava-Vargas 1994,,Thymeleaf sandmat,Euphorbia serpyllifolia,scat,,,,,,,,n/a,Euphorbia serpylifolia,,,,,,,,
int_0584,Nava-Vargas 1994,,Electrode cactus,Ferocactus histrix,scat,,,,,,,,n/a,Ferocactus histrix,,,,,,,,
int_0585,Nava-Vargas 1994,,Electrode cactus,Ferocactus histrix,scat,,,,,,,,n/a,Ferocactus histrix,,,,,,,,
int_0586,Nava-Vargas 1994,,pulchela,n/a,scat,,,,,,,,n/a,Gaillardia pulchella,,,,,,,,
int_0587,Nava-Vargas 1994,,Wingpetal,Heterosperma pinnatum,scat,,,,,,,,n/a,Heterosperma pinnatum,,,,,,,,
int_0575,Nava-Vargas 1994,,Insect,Insecta,scat,,,,,,,,n/a,Insecta,,,,,,,,
int_0588,Nava-Vargas 1994,,Leatherstem,Jatropha dioica,scat,,,,,,,,n/a,Jatropha dioica,,,,,,,,
int_0589,Nava-Vargas 1994,,Water-willow,Justicia furcata,scat,,,,,,,,n/a,Justicia furcata,,,,,,,,
int_0590,Nava-Vargas 1994,,Coyotillo,Karwinskia humboldtiana,scat,,,,,,,,n/a,Karwinskia humboldtiana,,,,,,,,
int_0591,Nava-Vargas 1994,,Mammal,Mammalia,scat,,,,,,,,n/a,Mammalia,,,,,,,,
int_0592,Nava-Vargas 1994,,n/a,Dolichotele longimmama,scat,,,,,,,,n/a,Mammillaria longimamma,,,,,,,,
int_0593,Nava-Vargas 1994,,n/a,Mammillaria obconella,scat,,,,,,,,n/a,Mammillaria obconella,,,,,,,,
int_0596,Nava-Vargas 1994,,Catclaw mimosa,Mimosa biuncfera,scat,,,,,,,,n/a,Mimosa aculeaticarpa var. biuncifera,,,,,,,,
int_0597,Nava-Vargas 1994,,n/a,Montanos tomentosa,scat,,,,,,,,n/a,Montanoa tomentosa,,,,,,,,
int_0598,Nava-Vargas 1994,,n/a,Myrtillocactus geometrizans,scat,,,,,,,,n/a,Myrtillocactus geometrizans,,,,,,,,
int_0601,Nava-Vargas 1994,,n/a,Myrtillocacuts geometrizans,scat,,,,,,,,n/a,Myrtillocactus geometrizans,,,,,,,,
int_0611,Nava-Vargas 1994,,n/a,Mytillocactus geometrizan,scat,,,,,,,,n/a,Myrtillocactus geometrizans,,,,,,,,
int_0595,Nava-Vargas 1994,,n/a,Opuntia cantabrigiensis,scat,,,,,,,,n/a,Opuntia engelmannii,,,,,,,,
int_0607,Nava-Vargas 1994,,n/a,Opuntia cantabrigiensis,scat,,,,,,,,n/a,Opuntia engelmannii,,,,,,,,
int_0602,Nava-Vargas 1994,,n/a,Opuntia cantabrigiensis,scat,,,,,,,,n/a,Opuntia engelmannii,,,,,,,,
int_0581,Nava-Vargas 1994,,n/a,Opuntia pubescens,scat,,,,,,,,n/a,Opuntia pubescens,,,,,,,,
int_0603,Nava-Vargas 1994,,n/a,Sternocerus marginatus,scat,,,,,,,,n/a,Pachycereus marginatus,,,,,,,,
int_0604,Nava-Vargas 1994,,Hojas,n/a,scat,,,,,,,,n/a,Plantae,,,,,,,,
int_0605,Nava-Vargas 1994,,n/a,Semilla spp. ,scat,,,,,,,,n/a,Plantae,,seed,,,,,,
int_0557,Nava-Vargas 1994,,n/a,Plumbago,scat,,,,,,,,n/a,Plumbago,,,,,,,,
int_0608,Nava-Vargas 1994,,Grass,Gramineas,scat,,,,,,,,n/a,Poaceae,,,,,,,,
int_0609,Nava-Vargas 1994,,Smooth mesquite,Prosopis laevigata,scat,,,,,,,,n/a,Prosopis laevigata,,,,,,,,
int_0610,Nava-Vargas 1994,,Smooth mesquite,Prosopis laevigata,scat,,,,,,,,n/a,Prosopis laevigata,,,,,,,,
int_0612,Nava-Vargas 1994,,Smooth mesquite,Prosopis laevigata,scat,,,,,,,,n/a,Prosopis laevigata,,,,,,,,
int_0613,Nava-Vargas 1994,,n/a,Abution ellipticum,scat,,,,,,,,n/a,Pseudabutilon ellipticum,,,,,,,,
int_0594,Nava-Vargas 1994,,n/a,Sida rombilfolia,scat,,,,,,,,n/a,Sida rhombifolia,,,,,,,,
int_0614,Nava-Vargas 1994,,n/a,Stenocereus dumorieri,scat,,,,,,,,n/a,Stenocereus dumortieri,,,,,,,,
int_0615,Nava-Vargas 1994,,n/a,Sternocerues dumotieri,scat,,,,,,,,n/a,Stenocereus dumortieri,,,,,,,,
int_0567,Nava-Vargas 1994,,n/a,Tagetes coronopfolia,scat,,,,,,,,n/a,Tagetes coronopfolia,,,,,,,,
int_0616,Nava-Vargas 1994,,n/a,Tilandsia usneodes,scat,,,,,,,,n/a,Tillandsia usneoides,,,,,,,,
int_0617,Nava-Vargas 1994,,Flores,n/a,scat,,,,,,,,n/a,Tracheophyta,,,,,,,,
int_0618,Nava-Vargas 1994,,n/a,Yucca filifera,scat,,,,,,,,n/a,Yucca,,,,,,,,
int_0619,Nava-Vargas 1994,,n/a,Zaluzania augusta,scat,,,,,,,,n/a,Zaluzania augusta,,,,,,,,
int_0620,Nava-Vargas 1994,,Coulter's stickpea,Calliandra media,scat,,,,,,,,n/a,Zapoteca media,,,,,,,,
int_0627,Nava-Vargas et al. 1999,,Schaffner's Wattle,Accacia shcaffneri,scat,,,,,,,,n/a,Acacia schaffneri,,,,,,,,
int_0621,Nava-Vargas et al. 1999,,Arizona spikenard,Aralia humilis,scat,,,,,,,,n/a,Aralia humilis,,,,,,,,
int_0622,Nava-Vargas et al. 1999,,Bird,Aves,scat,,,,,,,,n/a,Aves,,,,,,,,
int_0623,Nava-Vargas et al. 1999,,Desert hackberry,Celtis pallida,scat,,,,,,,,n/a,Celtis pallida,,,,,,,,
int_0624,Nava-Vargas et al. 1999,,Mexican bluewood,Condalia mexicana,scat,,,,,,,,n/a,Condalia mexicana,,,,,,,,
int_0625,Nava-Vargas et al. 1999,,n/a,Opuntia imbricata,scat,,,,,,,,n/a,Cylindropuntia imbricata,,,,,,,,
int_0626,Nava-Vargas et al. 1999,,n/a,Echinocerueus cinerascens,scat,,,,,,,,n/a,Echinocereus cinerascens,,,,,,,,
int_0628,Nava-Vargas et al. 1999,,n/a,Ferocactus histrix,scat,,,,,,,,n/a,Ferocactus histrix,,,,,,,,
int_0629,Nava-Vargas et al. 1999,,Insect,Insecta,scat,,,,,,,,n/a,Insecta,,,,,,,,
int_0630,Nava-Vargas et al. 1999,,n/a,Mammillaria obconella,scat,,,,,,,,n/a,Mammillaria obconella,,,,,,,,
int_0631,Nava-Vargas et al. 1999,,n/a,Mytillocactus geometrizans,scat,,,,,,,,n/a,Myrtillocactus geometrizans,,,,,,,,
int_0663,Nava-Vargas et al. 1999,,n/a,Opuntia cantabrigiensis,scat,,,,,,,,n/a,Opuntia engelmannii,,,,,,,,
int_0633,Nava-Vargas et al. 1999,,n/a,Peromyscus sp.,scat,,,,,,,,n/a,Peromyscus,,,,,,,,
int_0634,Nava-Vargas et al. 1999,,n/a,Prosopis laevigata,scat,,,,,,,,n/a,Prosopis laevigata,,,,,,,,
int_0649,Nava-Vargas et al. 1999,,n/a,Stenocereus dumortieri,scat,,,,,,,,n/a,Stenocereus dumortieri,,,,,,,,
int_0635,Nava-Vargas et al. 1999,,n/a,Yucca flifera,scat,,,,,,,,n/a,Yucca,,,,,,,,
int_0668,Navarrete-Ozuna 2011,,n/a,Pinales A. religiosa,scat,,,,,,,,n/a,Abies religiosa,,,,,,,,
int_0636,Navarrete-Ozuna 2011,,Alder,Alnus sp. ,scat,,,,,,,,n/a,Alnus,,,,,,,,
int_0637,Navarrete-Ozuna 2011,,Honey bee,Apis mellifera,scat,,,,,,,,n/a,Apis mellifera,,,,,,,,
int_0638,Navarrete-Ozuna 2011,,n/a,Fabales A. hypogaea,scat,,,,,,,,n/a,Arachis hypogaea,,,,,,,,
int_0642,Navarrete-Ozuna 2011,,Spider,Araneae O. Aranas ,scat,,,,,,,,n/a,Araneae,,,,,,,,
int_1190,Navarrete-Ozuna 2011,,n/a,Rodentia B. taylori,scat,,,,,,,,n/a,Baiomys taylori,,,,,,,,
int_0644,Navarrete-Ozuna 2011,,Ringtail,Bassariscus astutus,scat,,,,,,,,n/a,Bassariscus astutus,,,,,,,,
int_0645,Navarrete-Ozuna 2011,,Beggartick,Bidens sp.,scat,,,,,,,,n/a,Bidens,,,,,,,,
int_0640,Navarrete-Ozuna 2011,,Pepper,Capscicum sp. ,scat,,,,,,,,n/a,Capsicum,,,,,,,,
int_0646,Navarrete-Ozuna 2011,,n/a,Coleoptera O. Coleopteros,scat,,,,,,,,n/a,Coleoptera,,,,,,,,
int_0647,Navarrete-Ozuna 2011,,Bee shrew,Soricomorpha C. parva ,scat,,,,,,,,n/a,Cryptotis parva,,,,,,,,
int_0650,Navarrete-Ozuna 2011,,n/a,Coleoptera Superfam cucujoidea,scat,,,,,,,,n/a,Cucujoidea,,,,,,,,
int_0669,Navarrete-Ozuna 2011,,Gourd,Cucurbita sp. ,scat,,,,,,,,n/a,Cucurbita,,,,,,,,
int_0651,Navarrete-Ozuna 2011,,Weevil,Coleoptera Fam. Curculionidae,scat,,,,,,,,n/a,Curculionidae,,,,,,,,
int_0652,Navarrete-Ozuna 2011,,Virginia opossum,Didelphis virginiana,scat,,,,,,,,n/a,Didelphis virginiana,,,,,,,,
int_0653,Navarrete-Ozuna 2011,,Fly,Diptera (Larvas),scat,,,,,,,,n/a,Diptera,,,,,,,,
int_0654,Navarrete-Ozuna 2011,,Ant,Hymenoptera Fam. Formicidae,scat,,,,,,,,n/a,Formicidae,,,,,,,,
int_0643,Navarrete-Ozuna 2011,,n/a,Rodentia G. volans ,scat,,,,,,,,n/a,Glaucomys volans,,,,,,,,
int_0670,Navarrete-Ozuna 2011,,Ichneumon fly,Hymenoptera Fam. Ichneumonidae,scat,,,,,,,,n/a,Ichneumonidae,,,,,,,,
int_0656,Navarrete-Ozuna 2011,,Insect,Insecta,scat,,,,,,,,n/a,Insecta,,,,,,,,
int_0632,Navarrete-Ozuna 2011,,False holly,Jaltomata sp. ,scat,,,,,,,,n/a,Jaltomata,,,,,,,,
int_0658,Navarrete-Ozuna 2011,,n/a,Leipdotera O. Leipdotero (larva),scat,,,,,,,,n/a,Lepidoptera,,,,,,,,
int_0660,Navarrete-Ozuna 2011,,n/a,Coleoptera Subfam Melolonthinae,scat,,,,,,,,n/a,Melolonthinae,,,,,,,,
int_0659,Navarrete-Ozuna 2011,,n/a,Rodentia N. mexicana,scat,,,,,,,,n/a,Neotoma mexicana,,,,,,,,
int_0661,Navarrete-Ozuna 2011,,n/a,Neuroptera O. Neuropteros,scat,,,,,,,,n/a,Neuroptera,,larva,,,,,,
int_0655,Navarrete-Ozuna 2011,,n/a,Acari Oribatida,scat,,,,,,,,n/a,Oribatida,,,,,,,,
int_0648,Navarrete-Ozuna 2011,,Grasshopper,Ortoptera O. Ortoptero,scat,,,,,,,,n/a,Orthoptera,,,,,,,,
int_0662,Navarrete-Ozuna 2011,,n/a,Passiflora spp. ,scat,,,,,,,,n/a,Passiflora,,,,,,,,
int_0674,Navarrete-Ozuna 2011,,n/a,P. flavus,scat,,,,,,,,n/a,Perognathus flavus,,,,,,,,
int_0664,Navarrete-Ozuna 2011,,Deer mouse,Peromyscus sp. ,scat,,,,,,,,n/a,Peromyscus,,,,,,,,
int_0672,Navarrete-Ozuna 2011,,Mexican deer mouse,M. mexicanus ,scat,,,,,,,,n/a,Peromyscus mexicanus,,,,,,,,
int_0666,Navarrete-Ozuna 2011,,n/a,Diptera Fam. Phoridae,scat,,,,,,,,n/a,Phoridae,,,,,,,,
int_0667,Navarrete-Ozuna 2011,,n/a,Physalis sp. ,scat,,,,,,,,n/a,Physalis,,,,,,,,
int_0641,Navarrete-Ozuna 2011,,n/a,Semillas spp. ,scat,,,,,,,,n/a,Plantae,,seed,,,,,,
int_0673,Navarrete-Ozuna 2011,,n/a,Poales Gram. ,scat,,,,,,,,n/a,Poales,,,,,,,,
int_0671,Navarrete-Ozuna 2011,,n/a,Rosales P. capuli,scat,,,,,,,,n/a,Prunus serotina,,,,,,,,
int_1189,Navarrete-Ozuna 2011,,Pseudoscorpion,Pseudoscorpiones O. Seudoescropion ,scat,,,,,,,,n/a,Pseudoscorpiones,,,,,,,,
int_1097,Navarrete-Ozuna 2011,,Oak,Quercus sp. ,scat,,,,,,,,n/a,Quercus,,,,,,,,
int_0639,Navarrete-Ozuna 2011,,Scarab beetle,Coleoptera Fam. Scarabaeidae,scat,,,,,,,,n/a,Scarabaeidae,,,,,,,,
int_1098,Navarrete-Ozuna 2011,,Southern bunchgrass lizard,Sceloporus aeneus,scat,,,,,,,,n/a,Sceloporus aeneus,,,,,,,,
int_0657,Navarrete-Ozuna 2011,,Mexican gray squirrel,Rodentia S. aurogaster,scat,,,,,,,,n/a,Scurius aureogaster,,,,,,,,
int_0665,Navarrete-Ozuna 2011,,n/a,Sigmodon sp. ,scat,,,,,,,,n/a,Sigmodon,,,,,,,,
int_1088,Navarrete-Ozuna 2011,,Ground squirrel,Spermophilus sp. ,scat,,,,,,,,n/a,Spermophilus,,,,,,,,
int_1089,Navarrete-Ozuna 2011,,Rove beetle,Coleoptera Fam Staphylinidae ,scat,,,,,,,,n/a,Staphylinidae ,,,,,,,,
int_1091,Navarrete-Ozuna 2011,,n/a,Storeria storerioides,scat,,,,,,,,n/a,Storeria storerioides,,,,,,,,
int_1090,Navarrete-Ozuna 2011,,Long-horned grasshoppers,Orthoptera Fam. Tettigoniidae,scat,,,,,,,,n/a,Tettigoniidae,,,,,,,,
int_1093,Navarrete-Ozuna 2011,,n/a,Poales Z. mays,scat,,,,,,,,n/a,Zea mays,,,,,,,,
int_1165,Nieves Hernández 2013,not specified,n/a,Juniperus deppeana,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Juniperus deppeana,,,,,,,abstract,
